Symbol,Name,Book Value Per Share,Price / Book Value
HUIZ,Huize Holding Ltd. Sponsored ADR Class A,1.35376,0.664815
LOGC,"ContextLogic, Inc. Class A",8.95621,0.6643435
COCP,Cocrystal Pharma Inc,2.59328,0.6641011
AHCO,AdaptHealth Corp.,10.996,0.6629683
KPRX,"Kiora Pharmaceuticals, Inc.",7.13592,0.6588639
PROV,"Provident Financial Holdings, Inc.",18.97553,0.6587431
BGM,Qilian International Holding Group Limited Class A,1.19698,0.6576718
PRFX,PainReform Ltd.,4.1884,0.6565753
JCTCF,Jewett-Cameron Trading Company Ltd.,6.88712,0.6562976
TCBX,Third Coast Bancshares Inc,30.27675,0.6562791
THAR,"Tharimmune, Inc.",11.66729,0.6543936
RAYA,Erayak Power Solution Group Incorporation Class A,1.68351,0.6533968
LKCO,Luokung Technology Corp.,6.95148,0.6533859
MGYR,Magyar Bancorp Inc,15.7008,0.652833
FUSB,"First US Bancshares, Inc.",15.79631,0.6526841
LYT,Lytus Technologies Holdings Private Limited,7.0938,0.6526826
VIA,"Via Renewables, Inc. Class A",14.41519,0.6520899
AKLI,"Akili, Inc.",0.747,0.652075
IMAB,I-MAB Sponsored ADR,2.9191,0.6508855
JRVR,James River Group Holdings Ltd,14.20294,0.6505696
CMTL,Comtech Telecommunications Corp.,15.61842,0.6505139
CETX,"Cemtrex, Inc.",7.34878,0.6504481
BSQR,BSQUARE Corporation,1.74054,0.6499133
HUDI,"Huadi International Group Co., Ltd. Class A",5.21832,0.647718
FGI,FGI Industries Ltd.,2.53266,0.6475405
AMRN,Amarin Corporation Plc Sponsored ADR,1.35045,0.6442297
IROQ,"IF Bancorp, Inc.",22.41815,0.6441209
CNTB,Connect Biopharma Holdings Ltd. Sponsored ADR,1.83371,0.6435041
TECX,Tectonic Therapeutic Inc,25.45949,0.6410183
ISTR,Investar Holding Corp,23.26287,0.6409355
PYXS,"Pyxis Oncology, Inc.",2.80872,0.6408613
FGBI,"First Guaranty Bancshares, Inc.",17.35997,0.6405541
RVSB,"Riverview Bancorp, Inc.",7.36998,0.6404359
PRPO,"Precipio, Inc.",10.16037,0.6397405
SNFCA,Security National Financial Corporation Class A,13.43664,0.6379147
STSA,"Satsuma Pharmaceuticals, Inc.",1.41238,0.6372223
VS,Versus Systems Inc,4.76629,0.6357146
VTRS,"Viatris, Inc.",17.04544,0.6353605
TLF,"Tandy Leather Factory, Inc.",6.70846,0.6350191
LCUT,"Lifetime Brands, Inc.",10.58434,0.6339554
VOXX,VOXX International Corporation Class A,13.42775,0.6330174
GORV,"Lazydays Holdings, Inc.",11.16241,0.631584
BAFN,BayFirst Financial Corp,20.6733,0.6310071
SMX,SMX (Security Matters) Public Limited Company Class A,84.49909,0.630273
RZLT,"Rezolute, Inc.",3.15453,0.6276688
SCTL,"Societal CDMO, Inc.",0.55946,0.626497
DBTX,"Decibel Therapeutics, Inc.",3.27637,0.6256925
INGN,"Inogen, Inc.",8.78089,0.6252214
SMTK,"SmartKem, Inc.",9.11913,0.6250597
MULN,"Mullen Automotive, Inc.",72.76194,0.6239526
AEHL,Antelope Enterprise Holdings Limited Class A,4.16291,0.6231218
COSM,Cosmos Health Inc,2.26743,0.6218494
OCFC,OceanFirst Financial Corp.,27.94326,0.6212589
CFFN,"Capitol Federal Financial, Inc.",7.68046,0.6210566
BOXL,Boxlight Corporation Class A,1.72611,0.619891
PMCB,"PharmaCyte Biotech, Inc.",3.43977,0.6163203
MOMO,Hello Group Inc. Sponsored ADR,11.29542,0.6152936
WBD,"Warner Bros. Discovery, Inc. Series A",18.54285,0.6137136
SSIC,Silver Spike Investment Corp.,13.76564,0.6131208
CELZ,"Creative Medical Technology Holdings, Inc.",7.53029,0.6121942
AYRO,"AYRO, Inc.",2.87708,0.6117314
UTSI,UTStarcom Holdings Corp.,5.63781,0.610166
CLST,"Catalyst Bancorp, Inc.",17.77971,0.6096838
KELYA,"Kelly Services, Inc. Class A",35.51558,0.6087469
EZPW,"EZCORP, Inc. Class A",13.59904,0.6066605
KNDI,"Kandi Technologies Group, Inc.",4.6266,0.6051961
NSTS,"NSTS Bancorp, Inc.",15.73863,0.6042457
GLTO,"Galecto, Inc.",1.19247,0.6037888
RPHM,Reneo Pharmaceuticals Inc,2.65134,0.6034684
GBNY,"Generations Bancorp NY, Inc.",16.86041,0.6014088
KOD,"Kodiak Sciences, Inc.",5.06167,0.6005923
OBLG,"Oblong, Inc.",13.18823,0.6005355
VTYX,"Ventyx Biosciences, Inc.",4.1176,0.599864
REVB,"Revelation Biosciences, Inc.",25.12937,0.5977468
SOHO,Sotherly Hotels Inc.,2.49739,0.5966229
TSBX,Turnstone Biologics Corp.,4.27142,0.5958206
FRLN,Freeline Therapeutics Holdings Plc Sponsored ADR,12.05255,0.5912856
HNNA,"Hennessy Advisors, Inc.",11.4393,0.5909452
NAOV,"NanoVibronix, Inc.",1.94888,0.5900825
FSEA,"First Seacoast Bancorp, Inc.",13.1211,0.5860789
JRSH,"Jerash Holdings (US), Inc.",5.23686,0.5843196
CFSB,"CFSB Bancorp, Inc",11.46602,0.5830271
BGFV,Big 5 Sporting Goods Corporation,10.89171,0.5820941
HURC,"Hurco Companies, Inc.",34.3897,0.5815695
FREE,Whole Earth Brands Inc Class A,5.87327,0.5805965
CLRO,"ClearOne, Inc.",1.86427,0.5800662
CCLD,"CareCloud, Inc.",2.62662,0.5786905
ACTG,Acacia Research Corporation,6.78836,0.577459
ABAT,American Battery Technology Co.,20.00991,0.5772139
SOGP,Sound Group Inc. ADR,10.91715,0.5770737
INBK,First Internet Bancorp,41.96854,0.5763841
VEEE,Twin Vee PowerCats Co.,2.46966,0.5749779
ORMP,Oramed Pharmaceuticals Inc.,4.06111,0.56881
TESS,TESSCO Technologies Incorporated,7.90497,0.566732
JBLU,JetBlue Airways Corporation,9.84366,0.5638147
WOOF,"Petco Health & Wellness Company, Inc. Class A",4.40395,0.5631308
AOUT,"American Outdoor Brands, Inc.",13.90271,0.5624803
NBSE,NeuBase Therapeutics Inc,14.052,0.5621976
IKNA,"Ikena Oncology, Inc.",3.51769,0.5600266
XWEL,"XWELL, Inc.",3.1108,0.5593417
PRDS,Pardes Biosciences Inc,3.02633,0.5584322
GOCO,GoHealth Inc Class A,23.93679,0.5573011
REE,REE Automotive Ltd. Class A,9.23717,0.5564475
XBIT,"XBiotech, Inc.",7.19014,0.5563174
MPAA,"Motorcar Parts of America, Inc.",14.50028,0.554472
KRKR,36Kr Holdings Inc ADR Class A,1.01042,0.554225
ARQ,"Arq, Inc.",5.37788,0.5541217
RAND,Rand Capital Corporation,23.56246,0.5513006
DGLY,"Digital Ally, Inc.",3.84722,0.5510473
ZYNE,Zynerba Pharmaceuticals Inc,0.9652,0.549109
BCAN,Femto Technologies Inc.,117.92746,0.5477942
SOLO,ElectraMeccanica Vehicles Corp.,0.61246,0.547627
TOUR,Tuniu Corp. Sponsored ADR Class A,1.23123,0.5449834
USEG,U.S. Energy Corp.,1.83636,0.54461
ADTX,"Aditxt, Inc.",12.17388,0.5446086
BCOW,1895 Bancorp of Wisconsin Inc,12.87668,0.5428418
XBIO,"Xenetic Biosciences, Inc.",6.35681,0.5427408
ASRV,"AmeriServ Financial, Inc.",5.96462,0.5423648
POLA,"Polar Power, Inc.",0.75101,0.5423363
ALGS,"Aligos Therapeutics, Inc.",30.65373,0.5415328
DSGN,"Design Therapeutics, Inc.",4.91711,0.5389345
GBIO,Generation Bio Co.,3.06814,0.5377851
PFX,PhenixFIN Corporation,70.74534,0.5357243
ASTC,Astrotech Corporation,26.59109,0.5325092
SURF,"Surface Oncology, Inc.",1.54184,0.5318321
ALVR,AlloVir Inc,1.27916,0.5314425
QNCX,"Quince Therapeutics, Inc.",1.97993,0.5303218
AXTI,"AXT, Inc.",4.53123,0.5296575
FRZA,"Forza X1, Inc.",1.01687,0.5261735
SPWH,"Sportsman's Warehouse Holdings, Inc.",7.04938,0.5248688
BJDX,"Bluejay Diagnostics, Inc.",18.6894,0.5222211
ACST,Acasti Pharma Inc. Class A,6.56882,0.5214026
BTCT,BTC Digital Ltd.,9.26898,0.520014
LDWY,"Lendway, Inc.",8.91107,0.517334
SLDP,"Solid Power, Inc. Class A",2.81176,0.5156912
GV,Visionary Holdings Inc.,0.34615,0.5156721
CHEK,Check-Cap Ltd.,4.04868,0.5137477
SRZN,Surrozen Inc,18.38827,0.5111955
APM,Aptorum Group Limited Class A,4.795,0.510657
XELB,"XCel Brands, Inc.",2.5275,0.5103858
RTL,"Necessity Retail REIT, Inc. Class A",11.65743,0.5086884
API,"Agora, Inc. Sponsored ADR Class A",5.17427,0.5082843
KRNY,Kearny Financial Corp.,12.10032,0.508251
ZCMD,"Zhongchao, Inc. Class A",0.69131,0.5078763
IMTE,Integrated Media Technology Limited,1.36414,0.5040538
GEVO,"Gevo, Inc.",2.31763,0.5005113
IZEA,"IZEA Worldwide, Inc.",4.02268,0.4996669
PASG,"Passage Bio, Inc.",2.02538,0.4986719
CPBI,"Central Plains Bancshares, Inc.",20.50814,0.4983387
VINO,"Gaucho Group Holdings, Inc.",1.18471,0.4980122
LIDR,"AEye, Inc. Class A",4.59946,0.4978845
SNCE,"Science 37 Holdings, Inc.",16.72839,0.4964016
SSSS,SuRo Capital Corp.,7.99179,0.493006
NAII,"Natural Alternatives International, Inc.",14.61553,0.4926267
EDRY,Eurodry Ltd.,38.71686,0.4920337
NNDM,Nano Dimension Ltd Sponsored ADR,4.91254,0.4885456
ONFO,"Onfolio Holdings, Inc.",1.04599,0.4875764
MRIN,"Marin Software, Inc.",4.53023,0.4854058
STHO,Star Holdings,30.89849,0.4848133
SLRX,"Salarius Pharmaceuticals, Inc.",10.73987,0.4841772
PALI,"Palisade Bio, Inc.",18.30082,0.4835849
CODX,"Co-Diagnostics, Inc.",2.75158,0.4833587
QTTB,Q32 Bio Inc,22.64558,0.4832731
PETZ,"TDH Holdings, Inc.",2.38479,0.4822228
ACET,Adicet Bio Inc,3.93283,0.48057
ORTX,Orchard Therapeutics Plc Sponsored ADR,7.74054,0.4792947
NGM,"NGM Biopharmaceuticals, Inc.",1.79283,0.4791307
MICS,"Singing Machine Company, Inc.",3.26159,0.478325
TORO,Toro Corp.,10.28733,0.4782582
IMNN,"Imunon, Inc.",1.42425,0.4774443
DDI,"DoubleDown Interactive Co., Ltd. Sponsored ADR",15.45014,0.4756915
ACRS,"Aclaris Therapeutics, Inc.",2.21707,0.473598
AADI,"Aadi Biosciences, Inc.",4.28419,0.471501
AGAE,Allied Gaming & Entertainment Inc.,2.24829,0.4714694
SNDL,SNDL Inc.,3.49807,0.46883
YY,"JOYY, Inc. Sponsored ADR Class A",84.71962,0.4686046
ISPC,iSpecimen Inc,1.07241,0.4667991
AAME,Atlantic American Corporation,5.25529,0.4662159
TUSK,"Mammoth Energy Services, Inc.",9.59708,0.4647247
BYFC,Broadway Financial Corporation,14.63475,0.4637387
KRON,Kronos Bio Inc,2.69871,0.4631843
LSTA,"Lisata Therapeutics, Inc.",5.9078,0.462101
ILPT,Industrial Logistics Properties Trust,10.17496,0.4619183
NCSM,"NCS Multistage Holdings, Inc.",37.49083,0.460646
CFMS,Conformis Inc,7.2215,0.4597383
SCKT,"Socket Mobile, Inc.",2.5236,0.4596608
AVIR,"Atea Pharmaceuticals, Inc.",6.65414,0.4583613
EMKR,EMCORE Corporation,10.41267,0.4566552
PDYN,Palladyne AI Corp.,1.58069,0.4563197
PXS,"Pyxis Tankers, Inc.",9.15718,0.4553803
CEMI,"Chembio Diagnostics, Inc.",0.4841,0.4538319
VSAT,"ViaSat, Inc.",39.93219,0.453018
SPRC,SciSparc Ltd.,10.77428,0.4529305
SNTI,"Senti Biosciences, Inc.",14.64174,0.4507661
CPOP,"Pop Culture Group Co., Ltd. Class A",1.1123,0.449519
VNDA,Vanda Pharmaceuticals Inc.,9.47101,0.4455702
CMRX,"Chimerix, Inc.",2.17059,0.4434278
SRBK,"SR Bancorp, Inc.",20.9807,0.4408814
WETH,Wetouch Technology Inc.,11.60189,0.4395835
JFBR,Jeffs' Brands Ltd.,7.00199,0.4355904
TLRY,"Tilray Brands, Inc.",4.13848,0.4349423
OPHC,"OptimumBank Holdings, Inc.",9.65585,0.4330846
OTMO,Otonomo Technologies Ltd.,14.10641,0.432782
CLPS,CLPS Incorporation,2.73068,0.4321268
PARA,Paramount Global Class B,34.49617,0.4287432
CMMB,Chemomab Therapeutics Ltd. Sponsored ADR,1.19658,0.4262147
GASS,StealthGas Inc.,15.20832,0.4247675
SNOA,"Sonoma Pharmaceuticals, Inc.",0.39321,0.4229292
BHIL,"Benson Hill, Inc.",14.45095,0.4209412
EMBK,"Embark Technology, Inc.",7.90347,0.4162728
ELEV,"Elevation Oncology, Inc.",1.29198,0.4156411
XLO,Xilio Therapeutics Inc,1.33394,0.4123124
EHTH,"eHealth, Inc.",21.16843,0.4119342
CSTE,Caesarstone Ltd.,9.12356,0.4099277
BFI,"BurgerFi International, Inc.",2.13359,0.4030297
JFIN,"Jiayin Group, Inc. Sponsored ADR Class A",12.90241,0.4014754
AREB,"American Rebel Holdings, Inc.",0.77687,0.3987797
CURI,CuriosityStream Inc Class A,1.36332,0.3961653
DXYN,"Dixie Group, Inc.",1.88604,0.3947424
SY,"So-Young International, Inc. Sponsored ADR Class A",3.2791,0.3934006
AIMD,Ainos Inc,5.22631,0.3922462
TBNK,Territorial Bancorp Inc.,28.44647,0.3919643
VSTA,Vasta Platform Ltd. Class A,11.48571,0.3878733
DHC,Diversified Healthcare Trust,9.71988,0.3847784
PFIN,"P&F Industries, Inc. Class A",13.13588,0.3844432
DOGZ,Dogness (International) Corp. Class A,1.9027,0.3836654
CARV,Carver Bancorp Inc.,4.00224,0.3822859
ARTL,Artelo Biosciences Inc,3.68522,0.379896
BOLT,"Bolt Biotherapeutics, Inc.",2.95795,0.3786406
DSWL,"Deswell Industries, Inc.",5.90954,0.378202
SLNH,"Soluna Holdings, Inc.",10.58061,0.37805
LMNL,Liminal BioSciences Inc.,8.60852,0.3775332
PULM,Pulmatrix Inc,4.92705,0.3775078
DRMA,"Dermata Therapeutics, Inc.",24.25061,0.3773101
MURA,Mural Oncology Plc,15.80714,0.3745143
NTBL,"Notable Labs, Ltd.",0.32188,0.3728097
VYNE,VYNE Therapeutics Inc,6.29376,0.370208
PHIO,Phio Pharmaceuticals Corp.,18.56522,0.3684309
KZR,Kezar Life Sciences Inc,2.57725,0.3676011
CEAD,CEA Industries Inc,17.9154,0.3663217
CENN,Cenntro Inc.,3.95311,0.3642702
HMST,"HomeStreet, Inc.",28.6223,0.3598593
VIOT,"Viomi Technology Co., Ltd. Sponsored ADR Class A",2.78577,0.3589672
LABP,"Landos Biopharma, Inc.",10.20012,0.3588193
SBFM,Sunshine Biopharma Incorporated,1513.42717,0.3587883
RELI,"Reliance Global Group, Inc.",25.5156,0.3577811
STRR,"Star Equity Holdings, Inc.",14.6311,0.357116
LBTYA,Liberty Global Ltd. Class A,49.82305,0.3566622
GIGM,Gigamedia Limited,3.93938,0.3528728
CJJD,China Jo-Jo Drugstores Incorporated,8.97118,0.3511244
PRE,Prenetics Global Limited Class A,16.90739,0.3495513
PTPI,Petros Pharmaceuticals Inc,4.03528,0.3494181
EDUC,Educational Development Corporation,5.30032,0.3471489
VRAX,Virax Biolabs Group Ltd. Class A,2.08507,0.3438736
EBON,"Ebang International Holdings, Inc. Class A",44.55675,0.3433823
PNBK,"Patriot National Bancorp, Inc.",11.16252,0.3431394
KTCC,Key Tronic Corporation,12.06504,0.3356806
BZFD,"BuzzFeed, Inc. Class A",2.98953,0.3345007
OPRT,Oportun Financial Corp.,11.73238,0.3332657
KTTA,Pasithea Therapeutics Corp.,22.46434,0.329411
ZVSA,"ZyVersa Therapeutics, Inc.",27.3308,0.3292988
TAOP,Taoping Inc.,4.41358,0.3285315
USEA,United Maritime Corp.,7.57583,0.3260368
XNET,Xunlei Ltd. ADR,5.02065,0.3226674
DOYU,DouYu International Holdings Ltd. Sponsored ADR,29.49545,0.3220836
AGRI,AgriFORCE Growing Systems Ltd.,1.46628,0.3204708
SEER,"Seer, Inc. Class A",6.17282,0.314281
HMPT,"Home Point Capital, Inc.",4.36085,0.3141589
ANTE,"AirNet Technology, Inc. Sponsored ADR",2.64792,0.3134158
JNCE,"Jounce Therapeutics, Inc.",3.54223,0.3133619
WGS,GeneDx Holdings Corp. Class A,8.77702,0.3133182
RKDA,"Arcadia Biosciences, Inc.",9.99038,0.3133014
TARA,"Protara Therapeutics, Inc.",6.01158,0.3119147
GLBS,Globus Maritime Limited,8.54958,0.3099567
SOHU,Sohu.com Limited Sponsored ADR,32.0423,0.3099028
CMLS,"Cumulus Media, Inc. Class A",17.31615,0.3072276
SND,"Smart Sand, Inc.",6.29481,0.3066018
FOSL,"Fossil Group, Inc.",4.84371,0.3014219
MDIA,"Mediaco Holding, Inc. Class A",1.43032,0.3002824
PEGY,Pineapple Energy Inc.,29.87642,0.2972244
JCSE,JE Cleantech Holdings Limited,2.53567,0.2957798
NOTV,"Inotiv, Inc.",10.44157,0.2949748
TKLF,Yoshitsu Co. Ltd. Sponsored ADR,0.85402,0.2905084
DOMH,Dominari Holdings Inc.,8.91723,0.2904489
SGTX,"Sigilon Therapeutics, Inc.",15.67284,0.2903111
ORGN,"Origin Materials, Inc.",2.89971,0.2883737
APVO,Aptevo Therapeutics Inc,27.62066,0.2883349
EM,Smart Share Global Ltd. Sponsored ADR Class A,1.74432,0.2872179
YGMZ,MingZhu Logistics Holdings Ltd,1.64929,0.2849711
OPI,Office Properties Income Trust,25.75466,0.2842204
CAAS,"China Automotive Systems, Inc.",11.4115,0.2830478
FRGT,"Freight Technologies, Incorporation",1.191,0.2821998
NXTC,"NextCure, Inc.",4.10067,0.2780034
TCRR,"TCR2 Therapeutics, Inc.",3.59303,0.2779827
VFF,"Village Farms International, Inc.",2.74492,0.2772395
UK,Ucommune International Ltd. Class A,13.41845,0.276485
NURO,"NeuroMetrix, Inc.",13.17516,0.2732415
AMTI,"Applied Molecular Transport, Inc.",1.55271,0.2704948
ZENV,"Zenvia, Inc. Class A",4.37783,0.2695399
SNPX,"Synaptogenix, Inc.",25.26735,0.2690231
SXTC,"China Sxt Pharmaceuticals, Inc.",6.28005,0.2675138
SNSE,"Sensei Biotherapeutics, Inc.",2.59267,0.2669063
RPID,"Rapid Micro Biosystems, Inc. Class A",2.78214,0.2659823
XYLO,Xylo Technologies Ltd. Sponsored ADR,33.69287,0.2612422
ACHL,Achilles Therapeutics PLC Sponsored ADR,3.4654,0.256536
VISL,"Vislink Technologies, Inc.",15.15581,0.2560074
INM,InMed Pharmaceuticals Inc.,3.63252,0.2550571
LMFA,LM Funding America Inc,14.51544,0.2548321
SYTA,Siyata Mobile Inc.,306.29929,0.2474051
SISI,"Shineco, Inc.",1.37702,0.24691
MHUA,"Meihua International Medical Technologies Co., Ltd.",6.11244,0.2421292
SQFT,"Presidio Property Trust, Inc. Class A",4.29387,0.2398769
MBNKP*,Medallion Bank Non-Cum Perp Pfd Registered Shs Series F,99.64965,0.2386361
SINT,"SINTX Technologies, Inc.",329.73285,0.2313388
EZGO,EZGO Technologies Ltd.,0.62094,0.2296519
SATS,EchoStar Corporation Class A,73.22309,0.2262947
NXTT,Next Technology Holding Inc.,17.03309,0.2260306
LTRY,"Lottery.com, Inc.",11.98993,0.226023
AYTU,"Aytu BioPharma, Inc.",7.13354,0.2242926
TNXP,Tonix Pharmaceuticals Holding Corp.,1.80032,0.2238491
TIL,"Instil Bio, Inc.",34.72202,0.2194573
IMPP,"Imperial Petroleum, Inc.",12.15243,0.2172405
SGMA,"SigmaTron International, Inc.",11.17843,0.2075336
YQ,"17 Education & Technology Group, Inc. Unsponsored ADR",10.59464,0.1953818
OMIC,"Singular Genomics Systems, Inc.",72.74384,0.189748
ATXG,Addentax Group Corp.,4.83808,0.1880911
JWEL,Jowell Global Ltd.,11.61113,0.1842973
OP,OceanPal Inc,12.42569,0.1794669
BBGI,"Beasley Broadcast Group, Inc. Class A",4.91408,0.1786703
LGMK,"LogicMark, Inc.",5.94594,0.1782729
MESA,Mesa Air Group Inc,4.88604,0.175807
LGHL,Lion Group Holding Ltd. Sponsored ADR,7.76265,0.1739097
GNLN,"Greenlane Holdings, Inc. Class A",32.84058,0.1735049
LX,Lexinfintech Holdings Ltd. Sponsored ADR Class A,10.65803,0.1726398
JVA,"Coffee Holding Co., Inc.",4.1971,0.1665436
GLMD,Galmed Pharmaceuticals Ltd.,2.75086,0.1654028
APWC,Asia Pacific Wire & Cable Corp.,7.61822,0.1644347
HOFV,Hall of Fame Resort & Entertainment Company,19.83717,0.1638339
AFMD,Affimed N.V.,4.25744,0.1468018
OCG,Oriental Culture Holding Ltd,10.66901,0.1340331
BON,Bon Natural Life Limited,3.02289,0.1333161
BAOS,Baosheng Media Group Holdings Ltd,27.60539,0.1307716
FFIE,"Faraday Future Intelligent Electric, Inc.",213.80553,0.1295944
LIFW,"MSP Recovery, Inc. Class A",18.58075,0.1221694
PSHG,Performance Shipping Inc.,18.9882,0.119548
GURE,"Gulf Resources, Inc.",26.03721,0.1186763
QH,Quhuo Ltd. Sponsored ADR Class A,12.8879,0.1140605
CREG,Smart Powerr Corp,13.71839,0.112987
CHR,"Cheer Holding, Inc.",27.79828,0.1129566
AEI,Alset Inc.,9.54928,0.1078615
TIRX,TIAN RUIXIANG Holdings Ltd. Class A,44.71558,0.09839971
RETO,"ReTo Eco-Solutions, Inc. Class A",3.6134,0.09827308
CTRM,"Castor Maritime, Inc.",47.72943,0.08904359
UPC,Universe Pharmaceuticals Incorporation,10.90557,0.08711146
CISS,C3is Inc.,635.27732,0.08338091
CNEY,"CN Energy Group, Inc. Class A",43.39416,0.08261482
BYU,BAIYU Holdings Inc,19.96035,0.08216289
JFU,9F Inc. Sponsored ADR Class A,42.1311,0.08141492
NCPL,NetCapital Inc,116.07359,0.08002682
AQB,AquaBounty Technologies Inc,42.89466,0.06644183
FAMI,"Farmmi, Inc.",26.57923,0.06028768
YJ,"Yunji, Inc. Sponsored ADR Class A",16.51096,0.04305625
TANH,Tantech Holdings Ltd.,33.10904,0.03594185
IFBD,Infobird Co Limited,43.76562,0.02993217
CLEU,China Liberal Education Holdings Ltd,19.85385,0.009066252
UCAR,U Power Limited,34.78326,0.005275527
EJH,E-Home Household Service Holdings Ltd.,50.25068,0.002813893
